animal,N,ID,Subspecies,B2.TOT,B2.UV,B2.VIS,B2.NIR,B2.TOT.EGG,B2.UV.EGG,B2.VIS.EGG,B2.NIR.EGG,class,treetax_initial_class
Cercopithecus_griseoviridis,280,LE7,NA,14.01410509,14.5100095,5.2154269,20.48542182,NA,NA,NA,NA,Mammalia,
Samiri_oerstedi,281,LE8,NA,13.18382808,5.532211833,7.454643596,19.44484047,NA,NA,NA,NA,Mammalia,
Samiri_oerstedi,282,LE9,NA,19.77358698,2.985311278,10.48316575,31.28074205,NA,NA,NA,NA,Mammalia,
Phascolarctos_cinereus,283,M14,NA,12.13706029,6.554177411,5.071934957,19.28563491,NA,NA,NA,NA,Mammalia,
Pseudochirops_archeri,284,M15,NA,11.28476855,8.400703352,4.740955985,17.41525517,NA,NA,NA,NA,Mammalia,
Hemibelideus_lemuroides,285,M26,NA,10.08404398,4.941147937,2.682425703,17.45860181,NA,NA,NA,NA,Mammalia,
Mephitis_mephitis,286,NA1,NA,7.504400599,6.274335296,2.058058282,12.06984271,NA,NA,NA,NA,Mammalia,
Crocidura_fuscomurina,287,NA10,NA,11.47244213,7.203395461,2.736121928,19.66734467,NA,NA,NA,NA,Mammalia,
Herpestes_urva,288,NA15,NA,9.191654709,6.780712015,3.207936358,14.59659122,NA,NA,NA,NA,Mammalia,
Peromyscus_maniculatus,289,NA18,NA,7.05498058,6.460090545,0.826091952,12.23710915,NA,NA,NA,NA,Mammalia,
Urocyon_cinereoargenteus,290,NA2,NA,8.52446711,8.035777544,3.237494323,12.73742292,NA,NA,NA,NA,Mammalia,
Scalopus_aquaticus,291,NA21,NA,8.247137614,7.79562174,1.660337627,13.72223611,NA,NA,NA,NA,Mammalia,
Parascalops_breweri,292,NA22,NA,8.695922414,7.145220703,1.453460195,14.95754295,NA,NA,NA,NA,Mammalia,
Scalopus_aquaticus,293,NA23,NA,7.965789795,7.815989164,2.016962447,12.84989634,NA,NA,NA,NA,Mammalia,
Ochotona_princeps,294,NA24,NA,7.807232366,7.231137609,1.242603101,13.21568645,NA,NA,NA,NA,Mammalia,
Mustela_erminea,295,NA3,NA,7.218169518,7.49194191,2.69154635,10.62318751,NA,NA,NA,NA,Mammalia,
Plecotus_austriacus,296,NA39,NA,8.147112756,7.122334536,1.684629044,13.54124325,NA,NA,NA,NA,Mammalia,
Neotamias_minimus,297,NA4,NA,6.275992227,7.857810908,1.983589199,9.156189104,NA,NA,NA,NA,Mammalia,
Martes_americana,298,NA5,NA,10.15774027,8.804969483,2.738374463,16.45886198,NA,NA,NA,NA,Mammalia,
Ammospermophilus_leucurus,299,NA6,NA,13.61437389,10.65833119,6.819153423,20.15011413,NA,NA,NA,NA,Mammalia,
Procyon_lotor,300,NA7,NA,6.244509832,7.214924507,3.666073353,7.950743723,NA,NA,NA,NA,Mammalia,
Aethomys_kaiseri,301,aet_kai,NA,25.36129,10.076339,14.898776,37.96811,NA,NA,NA,NA,Mammalia,
Arvicanthis_niloticus,302,arv_nil,NA,21.37439,8.042262,10.445607,33.87279,NA,NA,NA,NA,Mammalia,
Chlorotalpa_stuhlmani,303,chl_stu,NA,19.95804,4.538044,9.08211,32.91803,NA,NA,NA,NA,Mammalia,
Chyrsochloris_leucorhina,304,chr_leu,NA,21.69942,5.126257,9.061326,36.44271,NA,NA,NA,NA,Mammalia,
Chrysospalax_trevelyani,305,chr_tre,NA,25.7915,8.304529,13.523835,40.44561,NA,NA,NA,NA,Mammalia,
Dasymys_incomtus,306,das_inc,NA,21.82368,8.202603,11.240576,34.0727,NA,NA,NA,NA,Mammalia,
Dasymys_rufulus,307,das_ruf,NA,24.51906,8.395886,13.446437,37.86181,NA,NA,NA,NA,Mammalia,
Dendromus_melanotis,308,den_mel,NA,23.64108,5.737906,11.631906,38.03367,NA,NA,NA,NA,Mammalia,
Hystrix_africaeaustralis,309,hys_afr,NA,10.76586,6.831619,7.22124,14.66684,NA,NA,NA,NA,Mammalia,
Lophuromys_sikapusi,310,lop_sik,NA,25.29927,8.088362,12.501868,40.23555,NA,NA,NA,NA,Mammalia,
Mylomys_dybowskii,311,myl_dyb,NA,23.44225,8.184053,12.597388,36.25999,NA,NA,NA,NA,Mammalia,
Otomys_dartmouthi,312,oto_dar,NA,19.3055,6.387041,8.872887,31.21681,NA,NA,NA,NA,Mammalia,
Otomys_slogetti,313,oto_slo,NA,25.60815,7.307731,14.91295,38.95,NA,NA,NA,NA,Mammalia,
Otomys_tropicalis,314,oto_tro,NA,19.70255,6.520839,8.841193,32.03966,NA,NA,NA,NA,Mammalia,
Otomys_unisulcatus,315,oto_uni,NA,24.73083,8.20313,13.908952,37.78311,NA,NA,NA,NA,Mammalia,
Potamogale_velox,316,pot_vel,NA,21.62889,10.064094,10.893996,33.62913,NA,NA,NA,NA,Mammalia,
Protoxerus_stangeri,317,pro_sta,NA,18.96837,9.286566,13.367027,25.92599,NA,NA,NA,NA,Mammalia,
Steatomys_pratensis,318,ste_pra,NA,24.14508,6.228443,11.862814,38.90634,NA,NA,NA,NA,Mammalia,
Tatera_boehmi,319,tat_boe,NA,20.80283,11.686095,13.250593,29.32685,NA,NA,NA,NA,Mammalia,
Tenrec_ecaudatus,320,ten_eca,NA,23.32977,7.128145,19.297892,30.3191,NA,NA,NA,NA,Mammalia,
Thamnomys_kempi,321,tha_kem,NA,20.97135,5.696195,8.824837,34.91145,NA,NA,NA,NA,Mammalia,
Araneus_diadematus,322,kruis10,NA,32.92423829,5.127423739,24.06863966,46.77375255,NA,NA,NA,NA,Aranea,
Araneus_diadematus,323,kruis11,NA,47.40509923,11.03700306,41.94767835,60.39117983,NA,NA,NA,NA,Aranea,
Araneus_diadematus,324,kruis12,NA,39.25528997,9.884648595,29.6125866,54.47402795,NA,NA,NA,NA,Aranea,
Araneus_diadematus,325,kruis13,NA,21.65378991,4.616335271,15.60830753,30.80413177,NA,NA,NA,NA,Aranea,
Araneus_diadematus,326,kruis14,NA,38.48335124,8.841760203,30.16612862,52.3743979,NA,NA,NA,NA,Aranea,
Araneus_diadematus,327,kruis16,NA,33.18919611,5.885201414,24.17869417,47.22279329,NA,NA,NA,NA,Aranea,
Araneus_diadematus,328,kruis18,NA,48.49767013,9.18836167,39.22370029,65.33155213,NA,NA,NA,NA,Aranea,
Araneus_diadematus,329,kruis20,NA,38.40441366,4.702654359,25.83271218,56.94034224,NA,NA,NA,NA,Aranea,
Araneus_diadematus,330,kruis25,NA,26.50987208,6.861560303,21.41640748,35.27827434,NA,NA,NA,NA,Aranea,
Araneus_diadematus,331,kruis29,NA,29.36462509,9.961034182,25.29750493,37.37095649,NA,NA,NA,NA,Aranea,
Araneus_diadematus,332,kruis31,NA,28.33279253,7.824785034,20.05883684,40.3093233,NA,NA,NA,NA,Aranea,
Araneus_diadematus,333,kruis32,NA,19.46224142,6.45770982,12.24037818,28.73801985,NA,NA,NA,NA,Aranea,
Araneus_diadematus,334,kruis34,NA,21.71585641,5.451874908,18.55672783,28.0906363,NA,NA,NA,NA,Aranea,
Araneus_diadematus,335,kruis35,NA,31.10087793,10.89647001,23.22443684,42.73012603,NA,NA,NA,NA,Aranea,
Araneus_diadematus,336,kruis36,NA,25.71210446,9.208846504,21.53378283,33.14318097,NA,NA,NA,NA,Aranea,
Araneus_diadematus,337,kruis41,NA,26.15792793,5.945899172,19.06203782,36.92922705,NA,NA,NA,NA,Aranea,
Araneus_diadematus,338,kruis42,NA,32.66815149,7.94696089,24.87916571,44.98234169,NA,NA,NA,NA,Aranea,
Araneus_diadematus,339,kruis43,NA,32.71456114,7.256265672,24.3845108,45.71523221,NA,NA,NA,NA,Aranea,
Araneus_diadematus,340,kruis44,NA,25.09061253,7.656498981,19.89405264,33.53495025,NA,NA,NA,NA,Aranea,
Araneus_diadematus,341,kruis45,NA,44.24834046,9.204847126,33.25306011,61.62933812,NA,NA,NA,NA,Aranea,
Araneus_diadematus,342,kruis47,NA,29.6007022,11.59250569,24.06914141,38.74972457,NA,NA,NA,NA,Aranea,
Araneus_diadematus,343,kruis48,NA,28.8968312,8.797190479,20.15738057,41.16520966,NA,NA,NA,NA,Aranea,
Araneus_diadematus,344,kruis49,NA,31.7072104,11.90277105,25.44389341,41.71725178,NA,NA,NA,NA,Aranea,
Araneus_diadematus,345,kruis50,NA,23.97721802,5.669770092,15.03184003,35.97877292,NA,NA,NA,NA,Aranea,
Araneus_diadematus,346,kruis51,NA,38.97643845,13.4338898,30.09484312,52.66941888,NA,NA,NA,NA,Aranea,
Araneus_diadematus,347,kruis52,NA,17.08829187,6.668445104,10.48009399,25.26855815,NA,NA,NA,NA,Aranea,
Araneus_diadematus,348,kruis53,NA,23.82028639,14.19827889,19.86759553,29.42253193,NA,NA,NA,NA,Aranea,
Araneus_diadematus,349,kruis54,NA,16.85839696,9.941114589,11.30507812,23.36634646,NA,NA,NA,NA,Aranea,
Araneus_diadematus,350,kruis56,NA,27.44001784,8.16145554,19.34502972,38.90784728,NA,NA,NA,NA,Aranea,
Araneus_diadematus,351,kruis57,NA,22.78511096,9.108633976,13.16889536,34.43992086,NA,NA,NA,NA,Aranea,
Araneus_diadematus,352,kruis58,NA,31.30951834,13.73258735,27.73483959,38.35779984,NA,NA,NA,NA,Aranea,
Araneus_diadematus,353,kruis59,NA,14.89893285,9.095030763,10.32042519,20.29850314,NA,NA,NA,NA,Aranea,
Araneus_diadematus,354,kruis60,NA,25.8098082,7.667538287,17.015262,37.66461268,NA,NA,NA,NA,Aranea,
Araneus_diadematus,355,kruis61,NA,28.76628132,10.80878723,19.82191536,40.68728185,NA,NA,NA,NA,Aranea,
Araneus_diadematus,356,kruis65,NA,21.37498239,8.748059589,15.30905563,29.68293855,NA,NA,NA,NA,Aranea,
Araneus_diadematus,357,kruis66,NA,27.23252727,10.93172001,21.06316313,36.36920364,NA,NA,NA,NA,Aranea,
Apis_mellifera,358,NA,NA,9.321972,2.922541,4.1603958,11.18985,NA,NA,NA,NA,Insecta,
Bombus_hortorum,359,NA,NA,15.749425,2.127021,3.4323439,20.0204,NA,NA,NA,NA,Insecta,
Bombus_lapidarius,360,NA,NA,12.132635,2.1606,0.7089847,15.81201,NA,NA,NA,NA,Insecta,
Bombus_pascuorum,361,NA,NA,11.393894,1.788036,1.9702521,14.57221,NA,NA,NA,NA,Insecta,
Carabus_auratus,362,NA,NA,12.201508,5.10983,8.0727871,13.9024,NA,NA,NA,NA,Insecta,
Melolontha_melolontha,363,NA,NA,28.366837,11.004609,17.0075013,32.74123,NA,NA,NA,NA,Insecta,
Myrmeleon_formicarius,364,NA,NA,15.177412,4.706187,6.4700588,18.3458,NA,NA,NA,NA,Insecta,
Nezara_viridula,365,NA,NA,24.27007,9.628066,15.3250036,27.75152,NA,NA,NA,NA,Insecta,
Timarcha_tenebricosa,366,NA,NA,13.160329,6.350631,5.8762934,15.64101,NA,NA,NA,NA,Insecta,
Vespula,367,NA,NA,17.110141,4.886472,7.679758,20.55918,NA,NA,NA,NA,Insecta,
Achrioptera_manga,368,NA,NA,17.602433,6.498386,3.1836166,22.46961,NA,NA,NA,NA,Insecta,
Extatosoma_tiaratum,369,NA,NA,44.762003,36.351643,45.6494336,44.66562,NA,NA,NA,NA,Insecta,
Haaniella_grayi,370,NA,NA,24.912224,19.741287,18.2422209,26.85047,NA,NA,NA,NA,Insecta,
Peruphasma_schultei,371,NA,NA,12.74247,3.958648,1.0704351,16.73311,NA,NA,NA,NA,Insecta,
Phyllium_elegans,372,NA,NA,16.6944,6.727592,14.7303895,17.87687,NA,NA,NA,NA,Insecta,
Phyllium_gantungense,373,NA,NA,26.730511,20.841344,27.6659803,26.73726,NA,NA,NA,NA,Insecta,
Crocodylus_porosus,374,X10_crpo,NA,NA,NA,NA,NA,68.31931562,67.38903071,69.12443564,69.57895517,Crocodylia,
Crocodylus_porosus,375,X10_crpo_caonly,NA,NA,NA,NA,NA,57.97433971,68.61500793,61.58407835,54.2419354,Crocodylia,
Crocodylus_porosus,376,X10_crpo_inner,NA,NA,NA,NA,NA,73.70221359,53.23573694,73.30341691,79.6082541,Crocodylia,
Gonyosoma_oxycephalum,377,X15_goox,NA,NA,NA,NA,NA,56.08336109,35.55721453,53.70200446,63.2319366,Squamata,
Pelusios_carinatus,378,X16_peca,NA,NA,NA,NA,NA,45.69635547,21.86451382,44.88943354,51.80876925,Testudines,
Python_sebae,379,X2_pyse,NA,NA,NA,NA,NA,58.65398764,47.64977065,51.39897691,67.33583619,Squamata,
Boiga_dendrophila,380,X21_bode,NA,NA,NA,NA,NA,39.54884125,15.49606597,31.44516893,51.74703542,Squamata,
Natrix_natrix,381,X22_nana,NA,NA,NA,NA,NA,60.18121737,30.03869178,57.91971024,68.5976378,Squamata,
Emys_orbicularis,382,X25_emor,NA,NA,NA,NA,NA,48.27721379,31.10583908,46.7527677,53.14368387,Testudines,
Oligodon_arnensis,383,X27_olfa,NA,NA,NA,NA,NA,57.0747968,41.21766101,51.47656677,65.3973581,Squamata,
Oligodon_purpurascens,384,X28_olpu,NA,NA,NA,NA,NA,56.27428855,40.24583371,54.42679773,62.19880519,Squamata,
NA,385,X29_orpu,NA,NA,NA,NA,NA,38.92388728,26.6668267,37.00704849,43.46042902,Squamata,
Oreocryptophis_porphyraceus,386,X30_orpo,NA,NA,NA,NA,NA,73.25496924,68.25874749,72.37804339,76.61336199,Squamata,
Elaphe_hodgsoni,387,X33_elho,NA,NA,NA,NA,NA,71.74962495,36.01817801,70.79198917,81.38526504,Squamata,
Python_regius,388,X34_pyre,NA,NA,NA,NA,NA,63.78440523,45.23044416,60.03571555,71.71458513,Squamata,
Heloderma_horridum,389,X4_heho,NA,NA,NA,NA,NA,23.49113072,10.68936292,19.43431063,29.7501191,Squamata,
Hydrosaurus_sp,390,X44_hywe,NA,NA,NA,NA,NA,49.12802846,43.3002114,41.65718613,57.46266554,Squamata,
Sauromalus_ater,391,X45_saob,NA,NA,NA,NA,NA,29.22279451,22.48854646,27.98687733,32.07885432,Squamata,
Coleonyx_mitratus,392,X52_colmi,NA,NA,NA,NA,NA,57.38850411,59.83214335,56.73779586,58.04916265,Squamata,
Goniurosaurus_kuroiwae,393,X54_goha,NA,NA,NA,NA,NA,67.70015002,63.30311049,67.66042902,69.74020852,Squamata,
Agama_agama,394,X56_agag,NA,NA,NA,NA,NA,50.67228707,32.87207257,43.70023864,61.1055615,Squamata,
Agama_impalearis,395,X57_agim,NA,NA,NA,NA,NA,42.83745258,22.57961762,36.62817224,52.66961587,Squamata,
Brachylophus_fasciatus,396,X60_brfa,NA,NA,NA,NA,NA,50.7436651,29.81521654,41.05650606,64.14043185,Squamata,
Caretta_caretta,397,X61_caca,NA,NA,NA,NA,NA,73.53726453,73.16456769,70.51544312,77.22861395,Testudines,
Centrochelys_sulcata,398,X62_cesu,NA,NA,NA,NA,NA,54.73419325,57.97705181,43.38996809,64.2286766,Testudines,
Centrochelys_sulcata,399,X62_cesucaonly,NA,NA,NA,NA,NA,57.88895047,65.86091134,57.22226261,57.4154043,Testudines,
Centrochelys_sulcata,400,X62_cesuinner,NA,NA,NA,NA,NA,81.00931504,84.46737533,79.39885056,83.98889649,Testudines,
Chelonia_mydas,401,X64_chmy,NA,NA,NA,NA,NA,71.58166007,61.63386064,70.97641755,76.09664852,Testudines,
Gallotia_galloti,402,X69_gaga,NA,NA,NA,NA,NA,38.74042964,22.77985697,35.92611845,44.59864697,Squamata,
Gallotia_stehlini,403,X69_gast,NA,NA,NA,NA,NA,51.62945627,65.2579479,50.6922149,50.18664639,Squamata,
Crocodylus_niloticus,404,X7_crni,NA,NA,NA,NA,NA,58.93953488,64.66896716,63.21429211,56.64225726,Crocodylia,
Gerrhosaurus_skoogi,405,X70_gesk,NA,NA,NA,NA,NA,61.17269263,38.78636471,59.18028973,68.28652123,Squamata,
Macroprotodon_cucullatus,406,X74_macu,NA,NA,NA,NA,NA,38.07787166,23.939334,29.87518198,48.49021035,Squamata,
Osteolaemus_tetraspis,407,X77_oste,NA,NA,NA,NA,NA,83.06100352,79.51527061,82.95976274,86.26956731,Crocodylia,
Testudo_graeca,408,X86_tegr,NA,NA,NA,NA,NA,86.18019187,104.7084669,86.69415218,85.94903414,Testudines,
Trachemys_scripta_scripta,409,X87_trsc,NA,NA,NA,NA,NA,71.93057788,81.25695797,71.00445875,72.60081994,Testudines,
Trionyx_triunguis,410,X88_trtr,NA,NA,NA,NA,NA,59.62466336,54.18995277,62.22597516,59.72708254,Testudines,
Dermochelys_coriacea,411,X9_deco,NA,NA,NA,NA,NA,69.82269198,69.51736728,65.38295523,73.69849924,Testudines,
Uromastyx_ornata,412,X90_uror,NA,NA,NA,NA,NA,29.9094418,21.47464049,25.72265876,35.43907804,Squamata,
NA,413,X91_oror,NA,NA,NA,NA,NA,37.31644434,41.97652403,34.5517478,39.13758186,Squamata,
NA,414,X92_vama,NA,NA,NA,NA,NA,44.78043477,25.98664561,35.99932296,56.88175792,Squamata,
Pseudopus_apodus,415,X94_psap,NA,NA,NA,NA,NA,40.78898476,22.28407736,28.09891991,55.84557295,Squamata,
Stigmochelys_pardalis,416,X95_stpa,NA,NA,NA,NA,NA,71.05086486,69.71399157,70.90136026,72.59429397,Testudines,
Timon_lepidus,417,X95_tile,NA,NA,NA,NA,NA,32.65866349,22.96218469,19.47917281,46.54475585,Squamata,
Malacochersus_tornieri,418,X98_mato,NA,NA,NA,NA,NA,80.24767042,77.99643034,79.88706102,82.65413579,Testudines,
Acrocephalus_arundinaceus,419,ardgr,NA,NA,NA,NA,NA,77.77783,39.19495,58.99015,85.92303,Aves,
Ardeola_grayii,420,chain,NA,NA,NA,NA,NA,76.41517,38.29201,66.04878,81.88914,Aves,
Chalcophaps_indica,421,cinaq,NA,NA,NA,NA,NA,71.11251,62.60151,77.24501,70.24675,Aves,
Cinclus_aquaticus,422,colca,NA,NA,NA,NA,NA,76.0365,74.10089,88.75188,72.82162,Aves,
Colaptes_auratus,423,Colm,NA,NA,NA,NA,NA,82.63877,52.88232,73.36901,87.49985,Aves,
Corvus_monedula,424,Ephar,NA,NA,NA,NA,NA,73.7222,34.83036,46.98214,83.78025,Aves,
Euphagus_cyanocephalus,425,eupcy,NA,NA,NA,NA,NA,73.36619,37.26289,50.15599,82.33115,Aves,
Garrulus_glandarius,426,gargl,NA,NA,NA,NA,NA,72.63647,32.58726,47.11326,82.49764,Aves,
Geokichla_citrina,427,geoci,NA,NA,NA,NA,NA,79.49624,46.59968,65.43405,85.5862,Aves,
Haematopus_ostralegus,428,haeoo,NA,NA,NA,NA,NA,75.00538,30.12042,50.57782,84.91994,Aves,
Chlidonias_hybrida,429,hydle,NA,NA,NA,NA,NA,73.58204,26.30786,47.58092,84.18773,Aves,
Lanius_borealis,430,lanex,NA,NA,NA,NA,NA,71.94035,38.09833,53.4558,79.44403,Aves,
Chroicocephalus_ridibundus,431,larri,NA,NA,NA,NA,NA,69.34338,18.92635,27.91452,84.33649,Aves,
Niltava_grandis,432,nitgr,NA,NA,NA,NA,NA,69.34253,34.70701,54.79717,75.63656,Aves,
Phalacrocorax_carbo,433,phaca,NA,NA,NA,NA,NA,76.76884,32.73024,61.16058,84.45867,Aves,
Pica_pica,434,picpi,NA,NA,NA,NA,NA,73.2083,26.39214,38.25049,86.16054,Aves,
Dryobates_villosus,435,picvi,NA,NA,NA,NA,NA,81.15233,71.4462,89.13045,79.84146,Aves,
Quiscalus_quiscula,436,quiqu,NA,NA,NA,NA,NA,81.33602,50.27952,66.40778,87.80921,Aves,
Sturnella_magna,437,stuma,NA,NA,NA,NA,NA,79.29385,63.39441,79.91763,80.40184,Aves,
Tringa_totanus,438,trito,NA,NA,NA,NA,NA,72.07487,24.49361,42.4185,83.55057,Aves,
Trochalopteron_chrysopterum,439,troch,NA,NA,NA,NA,NA,67.98924,38.83343,52.32609,74.56303,Aves,
Xanthocephalus_xanthocephalus,440,xanxa,NA,NA,NA,NA,NA,72.82468,32.50959,45.23507,83.28004,Aves,
Zonifez_pectoralis,441,zonpe,NA,NA,NA,NA,NA,67.87869,29.08844,50.45891,75.52288,Aves,
