Species,Video,stridenumber,subs_diam,subs_ori,subs_hght,hipTD,kneeTD,ankleTD,hlTD,hipMID,kneeMID,ankleMID,hlMID,hipLO,kneeLO,ankleLO,hlLO,shoulderTD,elbowTD,wristTD,flTD,shoulderMID,elbowMID,wristMID,flMID,shoulderLO,elbowLO,wristLO,flLO,subs_compl,tree_species,meanElbowAng,meanKneeAng,meanFLAng,meanHLAng,elbowYld,kneeYld,shoulderExcur,hipExcur,flExcur,hlExcur,horizVsang,incVsdec,sex,age,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,PE_7,PE_8,PE_9,PE_10,PE_11,PE_12,PE_13,Mass,subs_diam_std
Alouatta_palliata,Cam3_1120,2,0.0267,29.2,NA,37.26,136.2266667,118.04,53.35033333,41.393,106.1873333,97.759,75.26933333,NA,NA,NA,NA,112.091,137.4083333,170.417,134.727,64.21366667,117.2616667,112.9763333,102.4536667,30.85233333,139.047,NA,51.14233333,NA,NA,131.239,NA,92.93466667,NA,20.1466666,30.0393334,81.23866667,NA,83.58466667,NA,0.127077923,0.487859659,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,Cam3_19600,2,0.0267,29.2,NA,34.21433333,91.76666667,85.90466667,71.958,45.24133333,98.30566667,80.12466667,81.181,92.609,105.1633333,119.0473333,129.5266667,119.5383333,125.6703333,153.6726667,147.0213333,72.75866667,113.6606667,146.1556667,107.345,NA,NA,NA,NA,NA,NA,NA,98.41188888,NA,100.7423334,12.0096666,-6.539,NA,58.39466667,NA,57.5686667,0.127077923,0.487859659,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,Cam3_30,2,0.0267,29.2,NA,24.10533333,100.3353333,95.90333333,43.922,37.481,85.89966667,78.93366667,82.671,95.75833333,136.0733333,121.066,119.003,127.1816667,147.1586667,154.194,144.103,47.35966667,87.24833333,NA,100.4826667,16.48066667,101.735,132.038,62.878,NA,NA,112.0473333,107.4361111,103.4905,81.4625,59.91033337,14.43566663,110.701,71.653,81.225,75.081,0.127077923,0.487859659,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,Cam3_30,1,0.0267,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.00666667,112.3226667,122.3346667,132.9213333,NA,NA,NA,NA,NA,NA,NA,NA,6.157666667,95.00833333,147.6846667,48.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127077923,0.487859659,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,Cam3_3200,2,0.0267,29.2,NA,23.06066667,125.102,108.0106667,39.30666667,44.02533333,89.40133333,67.87,80.64366667,NA,NA,NA,NA,126.669,143.934,154.2563333,141.033,49.04766667,98.32333333,156.437,100.3526667,43.59833333,114.0123333,135.2353333,70.944,NA,NA,118.7565555,NA,105.9885,NA,45.61066667,35.70066667,83.07066667,NA,70.089,NA,0.127077923,0.487859659,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,Cam3_3200,1,0.0267,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.93166667,102.0003333,109.797,120.8253333,NA,NA,NA,NA,NA,NA,NA,NA,43.01633333,119.948,128.725,69.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127077923,0.487859659,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.153380603
Alouatta_palliata,GOPR0087_6-13,2,0.0648,16.8,NA,29.46766667,117.9136667,80.10966667,56.13933333,39.09033333,103.2786667,65.60366667,70.465,NA,NA,NA,NA,125.1666667,170.6876667,162.953,131.2126667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.635,NA,NA,NA,NA,0.042680502,0.289031797,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.372249553
Alouatta_palliata,GOPR0099_6-25,1,0.0504,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.26466667,78.19933333,109.23,125.0323333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080178503,0.392337117,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.28952743
Alouatta_palliata,GOPR0112_6-38,2,0.104,-26.7,NA,31.87766667,126.764,92.855,57.86233333,32.34766667,89.27366667,64.71466667,89.54133333,NA,NA,NA,NA,107.441,128.783,156.8013333,135.5906667,38.01933333,97.20133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58166667,37.49033333,NA,NA,NA,NA,0.106628612,-0.449318999,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0112_6-38,1,0.104,-26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.91833333,85.05466667,131.8673333,120.3256667,NA,NA,NA,NA,NA,NA,NA,NA,23.78233333,103.203,142.2596667,61.78933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106628612,-0.449318999,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0114_6-40,2,0.104,-26.7,NA,26.53166667,127.4256667,108.6843333,49.819,NA,NA,NA,NA,NA,NA,NA,NA,108.5686667,138.7396667,153.515,134.1096667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106628612,-0.449318999,f,mom,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0114_6-40,1,0.104,-26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.23266667,74.09733333,123.427,125.6216667,NA,NA,NA,NA,NA,NA,NA,NA,11.53566667,97.623,170.5846667,55.83466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106628612,-0.449318999,f,mom,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0116_6-42,2,0.104,-26.7,NA,19.753,107.1283333,88.583,57.94966667,43.39766667,88.46466667,54.55466667,89.529,61.813,67.03466667,109.4633333,122.2063333,104.0746667,132.4653333,156.9516667,133.2916667,NA,NA,NA,NA,8.245,93.61166667,136.0553333,54.04733333,NA,NA,NA,87.54255555,93.66950002,90.07799999,NA,18.66366663,95.8296667,42.06,79.24433337,64.25666663,0.106628612,-0.449318999,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0118_6-44,2,0.104,-26.7,NA,24.72033333,114.1123333,97.04,54.96633333,NA,NA,NA,NA,NA,NA,NA,NA,113.2636667,140.294,NA,137.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106628612,-0.449318999,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0118_6-44,1,0.104,-26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.828,69.024,106.857,133.9643333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106628612,-0.449318999,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.597437554
Alouatta_palliata,GOPR0171_5-13,2,0.0415,16.2,NA,32.205,92.376,90.97233333,73.23066667,46.00733333,85.463,75.467,92.10933333,91.85366667,99.82,131.9206667,131.68,93.74266667,148.1616667,157.077,109.87,80.195,155.3003333,130.4863333,91.98933333,48.67733333,144.155,147.9563333,70.68066667,NA,NA,149.2056667,92.553,90.27533334,102.4553333,-7.1386666,6.913,45.06533334,59.64866667,39.18933333,58.44933333,0.039706314,0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0171_5-13,3,0.0415,16.2,NA,24.90933333,111.3696667,98.31833333,51.57933333,38.475,89.70366667,58.64766667,88.77666667,NA,NA,NA,NA,98.86133333,136.592,168.398,121.48,26.43066667,106.2416667,123.2036667,82.25466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3503333,21.66600003,NA,NA,NA,NA,0.039706314,0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0171_5-13,1,0.0415,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.19833333,96.26733333,119.348,133.4436667,NA,NA,NA,NA,NA,NA,NA,NA,30.12266667,140.9146667,149.8096667,55.86533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039706314,0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0219_5-61,2,0.0415,16.2,NA,28.828,93.31766667,90.114,71.244,32.99466667,82.66833333,74.24966667,87.45733333,39.457,123.4146667,96.74966667,64.273,102.073,141.5243333,NA,118.8776667,66.99833333,148.7036667,140.3486667,80.76266667,39.21333333,141.294,135.7556667,65.89266667,NA,NA,143.8406667,99.80022223,92.38516669,67.7585,-7.1793334,10.64933334,62.85966667,10.629,52.98500003,6.971,0.039706314,0.278991106,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0219_5-61,3,0.0415,16.2,NA,28.67,103.285,104.977,61.65066667,49.84066667,95.54366667,48.45233333,84.94066667,68.14966667,85.78233333,110.927,114.393,112.215,145.234,158.7413333,127.8036667,27.712,94.23666667,127.3006667,89.71566667,23.50566667,126.2976667,152.191,54.31033333,NA,NA,121.9227778,94.87033333,91.05700002,88.02183334,50.99733333,7.74133333,88.70933333,39.47966667,73.49333337,52.74233333,0.039706314,0.278991106,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0219_5-61,4,0.0415,16.2,NA,32.53166667,113.2293333,92.537,61.67566667,NA,NA,NA,NA,NA,NA,NA,NA,86.90866667,125.2696667,164.4316667,114.916,54.64366667,108.285,144.332,101.7793333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9846667,NA,NA,NA,NA,NA,0.039706314,0.278991106,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0219_5-61,1,0.0415,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.48733333,120.4213333,NA,117.3446667,NA,NA,NA,NA,NA,NA,NA,NA,38.04433333,136.6053333,133.3803333,65.59833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039706314,0.278991106,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0246_5-88,1,0.0415,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.2283333,130.7206667,129.633,127.145,NA,NA,NA,NA,NA,NA,NA,NA,18.866,103.2333333,148.427,64.93066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039706314,-0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0246_5-88,2,0.0415,-16.2,NA,39.33533333,138.814,109.8333333,57.037,62.88866667,122.204,85.27833333,84.64233333,81.07766667,96.66333333,100.9213333,119.7043333,112.064,144.5716667,155.294,132.04,32.69366667,99.69733333,129.3593333,89.961,NA,NA,NA,NA,NA,NA,NA,119.2271111,NA,88.37066665,44.87433337,16.61,NA,41.74233334,NA,62.6673333,0.039706314,-0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0246_5-88,3,0.0415,-16.2,NA,43.648,144.1533333,107.9993333,60.896,52.426,119.6833333,60.359,81.73333333,61.62066667,99.455,83.30233333,99.60633333,93.63066667,129.5716667,168.246,120.6716667,58.773,100.4096667,147.217,100.5006667,NA,NA,NA,NA,NA,NA,NA,121.0972222,NA,80.25116667,29.162,24.47,NA,17.97266667,NA,38.71033333,0.039706314,-0.278991106,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238400562
Alouatta_palliata,GOPR0384_6-22,2,0.0236,-3.1,NA,23.16066667,125.3203333,118.52,45.88666667,54.96733333,93.219,92.24733333,97.53333333,88.401,74.57333333,102.2706667,139.7976667,128.843,169.3513333,157.8923333,134.4743333,44.49266667,113.6276667,NA,80.83433333,26.81866667,110.8666667,146.6913333,59.151,NA,NA,131.2818889,97.70422221,96.81266665,92.84216669,55.7236666,32.1013333,102.0243333,65.24033333,75.3233333,93.91100003,0.00146333,-0.054078813,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.135572368
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alouatta_palliata,GOPR3002_3-57,1,0.0407,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.172,122.0456667,131.7743333,115.5723333,NA,NA,NA,NA,NA,NA,NA,NA,41.92566667,113.8603333,135.3446667,75.56766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010984137,-0.147809411,f,mom,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.233804889
Alouatta_palliata,GOPR3002_3-57,2,0.0407,-8.5,NA,40.68133333,144.6093333,123.925,56.73166667,59.53933333,120.048,107.382,89.16166667,NA,NA,NA,NA,99.23066667,128.7836667,165.263,127.199,NA,NA,NA,NA,45.68033333,118.6836667,122.2493333,76.25733333,NA,NA,NA,NA,101.7281667,NA,NA,24.5613333,53.55033334,NA,50.94166667,NA,0.010984137,-0.147809411,f,mom,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.233804889
Alouatta_palliata,GOPR3002_3-57,3,0.0407,-8.5,NA,37.82633333,145.7563333,130.8106667,48.77366667,42.76866667,101.5326667,133.2376667,84.10233333,NA,NA,NA,NA,97.35333333,134.6533333,161.277,122.6356667,39.147,93.32,NA,78.63633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3333333,44.2236666,NA,NA,NA,NA,0.010984137,-0.147809411,f,mom,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.233804889
Alouatta_palliata,GOPR3012_3-67,1,0.0416,-12.6,NA,33.37866667,129.4556667,117.044,52.59933333,60.40166667,118.499,68.19066667,85.905,103.2893333,128.332,117.2416667,123.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.4288889,NA,88.05516667,NA,10.9566667,NA,69.91066663,NA,70.91166667,0.024083238,-0.218143241,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238975021
Alouatta_palliata,GOPR3012_3-67,2,0.0416,-12.6,NA,46.01033333,129.9163333,94.539,66.77933333,53.135,116.2396667,59.112,76.20833333,76.007,94.49133333,111.9913333,120.8256667,120.689,166.119,154.966,127.2876667,NA,NA,NA,NA,31.08066667,108.5506667,115.4963333,72.09733333,NA,NA,NA,113.5491111,99.69250002,93.80250002,NA,13.6766666,89.60833333,29.99666667,55.19033337,54.04633337,0.024083238,-0.218143241,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238975021
Alouatta_palliata,GOPR3012_3-67,3,0.0416,-12.6,NA,32.10133333,116.5356667,92.43066667,59.34133333,NA,NA,NA,NA,72.824,80.67966667,91.75966667,118.6576667,101.127,132.669,145.6653333,124.3846667,54.67233333,110.6573333,NA,92.77133333,23.37033333,95.60066667,134.2623333,75.256,NA,NA,112.9756667,NA,99.82033335,88.99950002,22.0116667,NA,77.75666667,40.72266667,49.1286667,59.31633337,0.024083238,-0.218143241,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238975021
Alouatta_palliata,GOPR3012_3-67,4,0.0416,-12.6,NA,35.538,133.8506667,106.0853333,56.01433333,45.30066667,90.74166667,71.142,83.23233333,NA,NA,NA,NA,98.65,128.7856667,NA,129.6733333,33.68,93.85733333,NA,87.59333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.92833337,43.10900003,NA,NA,NA,NA,0.024083238,-0.218143241,m,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.238975021
Alouatta_palliata,GOPR3187_3-8,1,0.0347,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.3733333,120.8266667,122.164,144.1523333,NA,NA,NA,NA,NA,NA,NA,NA,17.932,130.763,138.3413333,41.78266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074790282,0.37945616,unknown,juvenile,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.199337338
Alouatta_palliata,GOPR3187_3-8,2,0.0347,22.3,NA,33.558,108.8096667,99.818,68.914,35.35733333,79.61833333,90.87766667,99.18033333,NA,NA,NA,NA,86.34866667,134.8196667,NA,116.6373333,50.47033333,115.2206667,NA,84.617,13.08933333,95.68133333,NA,55.49666667,NA,NA,115.2405556,NA,86.06699999,NA,19.599,29.19133337,73.25933334,NA,61.14066663,NA,0.074790282,0.37945616,unknown,juvenile,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.199337338
Alouatta_palliata,GOPR3700_3-3 ,1,0.0347,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.1803333,112.117,112.6816667,142.4133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074790282,0.37945616,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,0.199337338
Alouatta_palliata,GOPR3701_3-4,2,0.2818,28.2,NA,28.712,110.71,93.72633333,62.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118696548,0.472550765,f,adult,-0.158907256,0.330817746,0.278230797,-0.465256976,0.001752695,0.000233424,3.29E-05,-6.25E-16,-0.707106763,-1.80E-16,2.51E-10,-5.34E-17,1.29E-10,5.275,1.618825987
Cebus_capucinus,GOPR0003_5-4,1,0.1399,30.8,NA,25.703,89.85066667,61.025,80.65833333,28.85066667,86.64133333,69.438,80.864,86.23233333,107.1133333,125.5483333,124.4133333,105.0933333,114.8906667,158.8946667,141.6876667,59.65566667,100.1913333,130.04,102.6026667,28.34166667,144.271,116.6976667,44.69366667,NA,NA,119.7843333,94.53511111,93.19066667,102.5358333,14.69933333,3.209333333,76.75166667,60.52933333,96.994,43.75499997,0.141040103,0.512042865,unknown,adult,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.958438502
Cebus_capucinus,GOPR0003_5-4,2,0.1399,30.8,NA,31.294,92.75333333,NA,73.06833333,41.26966667,96.17266667,NA,89.452,81.70766667,109.2343333,135.162,117.4216667,91.67066667,123.196,143.8816667,130.5443333,54.728,96.59566667,139.0666667,96.77533333,28.607,125.044,136.7566667,54.329,NA,NA,114.9452222,99.38677778,92.43666667,95.245,26.60033333,-3.419333333,63.06366667,50.41366667,76.21533333,44.35333337,0.141040103,0.512042865,unknown,adult,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.958438502
Cebus_capucinus,GOPR0031_5-32,1,0.05945,-21.8,NA,32.066,131.0333333,110.0356667,60.61166667,56.54966667,122.4383333,81.37366667,83.55566667,99.27933333,139.783,115.9733333,125.8386667,108.7903333,143.598,147.953,126.6083333,46.28933333,112.706,124.8273333,89.74566667,24.161,127.7026667,140.5076667,55.66333333,NA,NA,128.0022222,131.0848889,91.13583333,93.22516667,30.892,8.595,84.62933333,67.21333333,70.945,65.22700003,0.071514173,-0.371367836,f,mom,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.407284982
Cebus_capucinus,GOPR0031_5-32,2,0.05945,-21.8,NA,23.38366667,125.498,107.8103333,53.341,38.91333333,86.43966667,96.98566667,92.15366667,60.66933333,83.16833333,94.021,110.9506667,112.3843333,153.5043333,136.2563333,126.9603333,NA,NA,NA,NA,16.51,97.93066667,NA,63.15033333,NA,NA,NA,98.36866667,95.05533333,82.14583333,NA,39.05833333,95.87433333,37.28566666,63.81,57.6096667,0.071514173,-0.371367836,f,mom,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.407284982
Cebus_capucinus,GOPR0036_5-37,1,0.05066,-39.8,NA,32.80966667,137.3506667,79.46966667,52.59766667,42.25933333,113.037,NA,76.49766667,74.468,93.18933333,97.35766667,128.1006667,109.5256667,134.854,137.417,134.9496667,63.15733333,105.464,123.3006667,97.97866667,17.313,107.8256667,136.2346667,54.29366667,NA,NA,116.0478889,114.5256667,94.62166667,90.34916667,29.39,24.31366667,92.21266667,41.65833333,80.656,75.50300003,0.231716476,-0.640109699,f,mom,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.347065722
Cebus_capucinus,GOPR0036_5-37,2,0.05066,-39.8,NA,33.486,152.3246667,127.733,44.27233333,35.878,122.0863333,NA,75.368,NA,NA,NA,NA,106.9383333,136.5003333,NA,131.5283333,51.861,95.24233333,138.4176667,92.88833333,37.98533333,83.92733333,NA,88.30733333,NA,NA,105.2233333,NA,109.9178333,NA,41.258,30.23833333,68.953,NA,43.221,NA,0.231716476,-0.640109699,f,mom,-0.156738693,0.321582195,-0.155190554,0.341405241,-0.399932128,0.001391648,0.000110626,0.707106781,-1.18E-08,1.46E-17,3.13E-10,1.13E-16,1.54E-10,3.11,0.347065722
