bmi,eye_frac_of_stature,foot_breadth_m,foot_length_m,hand_breadth_m,hand_circumference_m,hand_length_m,head_height_m,leg_frac_of_stature,mass_kg,stature_m,trochanterion_m,waist_frac_of_stature,waist_height_m
30.546598550606724,0.9253285543608124,0.094,0.255,0.084,0.201,0.184,0.125,0.5113500597371565,85.60000000000001,1.674,0.856,0.5669056152927121,0.9490000000000001
34.59889454162152,0.924114671163575,0.11,0.28700000000000003,0.094,0.226,0.20600000000000002,0.135,0.5120854412591344,109.5,1.7790000000000001,0.911,0.5919055649241147,1.053
24.52698792119367,0.93058568329718,0.10400000000000001,0.279,0.094,0.221,0.203,0.128,0.527114967462039,83.4,1.844,0.972,0.6084598698481561,1.122
27.129204047065254,0.9321930360415394,0.08700000000000001,0.255,0.081,0.196,0.187,0.111,0.5271838729383018,72.7,1.637,0.863,0.5888821014050092,0.964
32.049240114467146,0.9241733181299886,0.10400000000000001,0.268,0.091,0.217,0.185,0.133,0.5319270239452679,98.60000000000001,1.754,0.933,0.5900798175598632,1.035
26.621977561771256,0.926056338028169,0.10400000000000001,0.265,0.093,0.222,0.19,0.126,0.5046948356807511,77.30000000000001,1.704,0.86,0.5780516431924883,0.985
41.351606805293,0.9266304347826086,0.107,0.28300000000000003,0.097,0.234,0.213,0.135,0.5342391304347827,140.0,1.84,0.983,0.5777173913043478,1.063
21.201042185355615,0.9293325855300056,0.094,0.28200000000000003,0.089,0.20800000000000002,0.196,0.126,0.5518788558609086,67.4,1.7830000000000001,0.984,0.6242288278182838,1.113
28.931397242484383,0.9296338672768879,0.096,0.253,0.083,0.199,0.187,0.123,0.5028604118993135,88.4,1.748,0.879,0.5932494279176201,1.037
34.066510379079574,0.9295361127422196,0.098,0.267,0.08600000000000001,0.20800000000000002,0.189,0.12,0.5273047563123899,98.80000000000001,1.703,0.898,0.5825014679976512,0.992
27.755878881741292,0.9298056155507559,0.107,0.28600000000000003,0.088,0.20500000000000002,0.20500000000000002,0.13,0.5183585313174947,95.2,1.852,0.96,0.5982721382289417,1.108
21.86272756453464,0.9185829707893102,0.097,0.249,0.077,0.19,0.178,0.131,0.526413921690491,56.6,1.609,0.847,0.598508390304537,0.963
24.54906920680485,0.9233469865418373,0.092,0.248,0.085,0.20700000000000002,0.184,0.131,0.5359859566998244,71.7,1.709,0.916,0.6085430076067876,1.04
21.293498355470753,0.9280653950953679,0.10200000000000001,0.27,0.084,0.202,0.193,0.132,0.5269754768392371,71.7,1.835,0.967,0.6065395095367847,1.113
28.449391122725775,0.9261465157832043,0.096,0.264,0.088,0.20800000000000002,0.191,0.124,0.5413936867182847,80.2,1.679,0.909,0.6075044669446099,1.02
32.5582192367668,0.9213547646383468,0.10200000000000001,0.267,0.089,0.216,0.197,0.137,0.5298507462686567,98.80000000000001,1.742,0.923,0.5826636050516647,1.0150000000000001
22.960567479789848,0.9204946996466431,0.099,0.264,0.082,0.197,0.178,0.135,0.5117785630153121,66.2,1.698,0.869,0.6042402826855123,1.026
28.901516738705578,0.9162178336325554,0.101,0.248,0.08600000000000001,0.20600000000000002,0.18,0.14,0.5242369838420108,80.7,1.671,0.876,0.5942549371633752,0.993
30.766983199415634,0.9297297297297298,0.111,0.28400000000000003,0.093,0.22,0.199,0.13,0.5448648648648649,105.30000000000001,1.85,1.008,0.6145945945945946,1.137
22.20043711783069,0.9315849486887116,0.096,0.264,0.089,0.217,0.19,0.12,0.5324971493728621,68.3,1.754,0.934,0.6094640820980616,1.069
28.57512377148905,0.9197035206917851,0.099,0.255,0.085,0.20500000000000002,0.184,0.13,0.5348980852378011,74.9,1.619,0.866,0.6071649166151946,0.983
23.503304475436817,0.9221218961625283,0.1,0.274,0.09,0.211,0.196,0.138,0.5276523702031602,73.8,1.772,0.935,0.6021444695259593,1.067
20.77725509756538,0.9266862170087976,0.1,0.278,0.084,0.2,0.203,0.125,0.5560117302052786,60.400000000000006,1.705,0.9480000000000001,0.6228739002932552,1.062
29.528899598307778,0.9141445336627548,0.099,0.256,0.084,0.2,0.18,0.139,0.5120444718962323,77.4,1.619,0.8290000000000001,0.5898702903026559,0.9550000000000001
25.779805550445847,0.9188876013904983,0.099,0.256,0.088,0.21,0.181,0.14,0.5052143684820394,76.80000000000001,1.726,0.872,0.5828505214368482,1.006
30.186672967863892,0.9293478260869565,0.108,0.273,0.091,0.217,0.195,0.13,0.5282608695652173,102.2,1.84,0.972,0.5945652173913043,1.094
31.69797458829663,0.9265633964429145,0.101,0.256,0.089,0.217,0.181,0.128,0.5226620768789444,96.30000000000001,1.743,0.911,0.5811818703384969,1.0130000000000001
32.93751222220795,0.921146953405018,0.1,0.256,0.09,0.216,0.19,0.132,0.507168458781362,92.30000000000001,1.674,0.849,0.5943847072879331,0.995
32.26122448979592,0.928,0.105,0.299,0.097,0.233,0.21,0.126,0.5468571428571428,98.80000000000001,1.75,0.9570000000000001,0.6074285714285714,1.063
26.807617715513455,0.9224848818031886,0.105,0.274,0.092,0.222,0.2,0.14100000000000001,0.5211654755360088,88.7,1.819,0.9480000000000001,0.6206706981858163,1.129
30.496838926943852,0.9171762090050027,0.109,0.297,0.094,0.23,0.20800000000000002,0.149,0.5403001667593107,98.7,1.799,0.972,0.6158977209560867,1.108
27.820408163265306,0.9251428571428572,0.101,0.255,0.088,0.20600000000000002,0.188,0.131,0.5342857142857143,85.2,1.75,0.935,0.6125714285714285,1.072
25.19596770200311,0.9210679048171794,0.101,0.26,0.09,0.212,0.191,0.136,0.5403366221706326,74.8,1.723,0.931,0.6181079512478236,1.065
28.113226631415124,0.9270315091210614,0.094,0.278,0.085,0.20400000000000001,0.201,0.132,0.5257048092868989,92.0,1.809,0.9510000000000001,0.6135986733001658,1.11
23.194326368488635,0.9195979899497487,0.098,0.272,0.08600000000000001,0.20700000000000002,0.19,0.14400000000000002,0.509212730318258,74.4,1.7910000000000001,0.912,0.5879396984924623,1.053
27.72230136196332,0.922809053975624,0.099,0.26,0.081,0.195,0.191,0.133,0.5211839814277424,82.30000000000001,1.723,0.898,0.5896691816598956,1.016
25.179873450052284,0.9138149556400507,0.092,0.233,0.079,0.188,0.165,0.136,0.49302915082382764,62.7,1.578,0.778,0.5754119138149556,0.908
26.359263892145215,0.9272409778812573,0.115,0.273,0.089,0.214,0.192,0.125,0.5215366705471478,77.80000000000001,1.718,0.896,0.589639115250291,1.0130000000000001
27.252494360247695,0.924958310172318,0.097,0.268,0.092,0.218,0.194,0.135,0.5041689827682045,88.2,1.799,0.907,0.5936631461923291,1.068
19.487382745408905,0.9281609195402298,0.096,0.268,0.081,0.194,0.194,0.125,0.5459770114942529,59.0,1.74,0.9500000000000001,0.6218390804597701,1.082
25.20018613616938,0.9212690951821386,0.093,0.268,0.081,0.195,0.20400000000000001,0.134,0.5094007050528789,73.0,1.702,0.867,0.5857814336075206,0.997
28.63611551093094,0.9251583189407023,0.099,0.269,0.089,0.215,0.197,0.13,0.515831894070236,86.4,1.737,0.896,0.6039147956246402,1.049
28.935146513415084,0.9242774566473988,0.101,0.266,0.08700000000000001,0.211,0.187,0.131,0.5254335260115607,86.60000000000001,1.73,0.909,0.6040462427745664,1.045
23.13082095583331,0.9277310924369748,0.106,0.268,0.09,0.212,0.192,0.129,0.5198879551820729,73.7,1.7850000000000001,0.928,0.5915966386554622,1.056
19.8092436473361,0.9312052834342323,0.101,0.28700000000000003,0.093,0.223,0.203,0.125,0.5410016510731975,65.4,1.817,0.983,0.6125481563015961,1.113
20.490783710651293,0.9278350515463918,0.10200000000000001,0.277,0.088,0.213,0.202,0.133,0.5208898534997287,69.60000000000001,1.843,0.96,0.6071622354856213,1.119
