id,title,file_name,file_size,media_type,mime_type,modality,device,device_facility,media_parent_id,physical_object_id,physical_object_title,physical_object_organization,physical_object_type,physical_object_taxonomy_name,physical_object_taxonomy_gbif,part,side,creator,short_description,description,ip_holder,copyright_statement,license,morphosource_use_agreement_type,permits_commercial_use,permits_3d_use,required_archival_of_published_derivatives,funding,publisher,cite_as,ark,doi,external_identifier,external_media_url,visibility,in_collections,date_uploaded,date_modified,legacy_media_group_id,legacy_media_file_id,x_pixel_spacing,y_pixel_spacing,z_pixel_spacing,slice_thickness,unit,number_of_images_in_set,data_manager,data_depositor,data_sponsor,file_thumbnail_url,file_size_all,points,polygons,vertex_color,uv_coordinates,bounding_box_x,bounding_box_y,bounding_box_z,status
000875599,Full Body [Image] [CT],Macaca_mulatta-USNM497135-160um.tif,399830945,Image,image/tiff,MicroNanoXRayComputedTomography,MILabs MILabs U-CT,Small Animal Imaging Facility Department of Radiology,,000875596,USNM:MAMM:USNM 497135,NMNH - Division of Mammals,Biological Specimen,Macaca mulatta,Animalia,Full body,,"Mormile, Isabel",,,"Smithsonian Institution, National Museum of Natural History",http://rightsstatements.org/vocab/UND/1.0/,,Standard,CommercialUseNotPermitted,3DPrintingPermitted,OnMorphoSource,NSF 2341137,,,ark:/87602/m4/875599,,,,open,Mormile Dissertation Infant CT scans,2026-06-22T16:50:56Z,2026-07-02T19:21:44Z,,,,,,,,,"National Museum of Natural History, Smithsonian Institution - NMNH - Division of Mammals",Isabel Mormile,MorphoSource,/downloads/000875600?file=thumbnail&t=1783020104,399833503,,,,,,,,Included
